Conf. θₙ ; Φₙ,N=4,N=16,N=64,N=100
45 ; 9,-89.7,-88.5,-86.76,-87.32
45 ; 12,-89.7,-88.49,-88.4,-89.4
45 ; 15,-89.7,-89.2,-89.32,-85.99
45 ; 18,-89.7,-89.12,-89.22,-89.7
45 ; 21,-89.7,-88.44,-89.51,-88.17
45 ; 24,-89.7,-88.29,-89.57,-86.56
45 ; 27,-89.7,-88.42,-89.61,-84.99
45 ; 30,-89.7,-88.4,-87.43,-89.11
45 ; 33,-89.7,-86.92,-89.23,-83.71
45 ; 36,-89.7,-87.0,-87.56,-82.63
45 ; 39,-89.7,-86.83,-88.21,-86.45
45 ; 42,-89.7,-86.76,-89.25,-88.24
45 ; 45,-89.7,-86.74,-88.07,-89.83
48 ; -45,-89.7,-89.42,-88.98,-89.21
48 ; -42,-89.7,-89.59,-89.4,-87.73
48 ; -39,-89.7,-88.7,-89.53,-89.1
48 ; -36,-89.7,-89.76,-89.85,-88.77
48 ; -33,-89.7,-89.72,-89.1,-89.35
48 ; -30,-89.7,-89.66,-88.38,-89.62
48 ; -27,-89.7,-89.75,-89.14,-89.31
48 ; -24,-89.7,-89.63,-89.31,-89.73
48 ; -21,-89.7,-89.65,-89.5,-89.75
48 ; -18,-89.7,-89.64,-89.49,-89.06
48 ; -15,-89.7,-89.75,-89.27,-89.67
48 ; -12,-89.7,-89.56,-89.68,-87.84
48 ; -9,-89.7,-89.87,-89.54,-87.99
48 ; -6,-89.7,-89.59,-88.85,-89.58
48 ; -3,-89.7,-89.62,-89.03,-89.62
48 ; 0,-89.7,-89.58,-89.76,-89.81
48 ; 3,-89.7,-89.76,-89.52,-89.2
48 ; 6,-89.7,-89.68,-89.39,-89.22
48 ; 9,-89.7,-89.25,-87.04,-86.99
48 ; 12,-89.7,-89.32,-88.53,-86.52
48 ; 15,-89.7,-89.78,-89.74,-86.2
48 ; 18,-89.7,-89.81,-89.32,-87.09
48 ; 21,-89.7,-89.26,-89.32,-88.38
48 ; 24,-89.7,-89.12,-88.64,-87.57
48 ; 27,-89.7,-88.88,-88.55,-85.45
48 ; 30,-89.7,-89.0,-89.22,-85.3
48 ; 33,-89.7,-88.15,-88.38,-84.35
48 ; 36,-89.7,-88.07,-88.82,-84.62
48 ; 39,-89.7,-87.98,-89.8,-87.32
48 ; 42,-89.7,-88.16,-89.68,-88.29
48 ; 45,-89.7,-88.44,-89.09,-89.7
51 ; -45,-89.16,-89.59,-88.82,-88.69
51 ; -42,-89.2,-89.31,-89.39,-89.85
51 ; -39,-89.15,-89.48,-89.62,-88.63
51 ; -36,-89.16,-89.44,-89.56,-89.54
51 ; -33,-89.17,-89.52,-87.67,-89.6
51 ; -30,-89.18,-89.71,-86.81,-86.13
51 ; -27,-89.19,-89.51,-89.58,-89.51
51 ; -24,-89.48,-89.71,-86.5,-89.06
51 ; -21,-89.43,-89.78,-89.35,-87.78
51 ; -18,-89.41,-89.66,-89.44,-89.53
51 ; -15,-89.42,-89.35,-89.62,-89.76
51 ; -12,-89.48,-89.73,-89.48,-89.85
51 ; -9,-89.43,-89.75,-88.63,-89.25
51 ; -6,-89.72,-89.17,-87.78,-89.39
51 ; -3,-89.66,-89.55,-89.7,-89.4
51 ; 0,-89.68,-89.49,-89.85,-89.83
51 ; 3,-89.69,-89.82,-89.6,-89.67
51 ; 6,-89.72,-89.76,-89.67,-87.4
51 ; 9,-89.51,-89.52,-89.26,-88.51
51 ; 12,-89.46,-89.02,-87.3,-87.65
51 ; 15,-89.47,-88.9,-88.99,-89.44
51 ; 18,-89.44,-89.42,-89.74,-87.1
51 ; 21,-89.43,-89.15,-87.96,-89.65
51 ; 24,-89.41,-89.16,-87.76,-88.04
51 ; 27,-89.39,-89.05,-89.16,-87.17
51 ; 30,-89.7,-89.45,-84.97,-85.82
51 ; 33,-89.7,-88.32,-85.51,-85.62
51 ; 36,-89.7,-87.66,-88.19,-84.64
51 ; 39,-89.7,-88.38,-89.14,-87.31
51 ; 42,-89.7,-87.92,-89.47,-88.27
51 ; 45,-89.7,-87.89,-89.62,-88.85
54 ; -45,-89.24,-89.69,-87.71,-87.98
54 ; -42,-89.25,-89.58,-89.55,-88.57
54 ; -39,-89.18,-89.18,-88.47,-88.12
54 ; -36,-89.23,-89.55,-89.22,-89.11
54 ; -33,-89.24,-89.43,-89.3,-89.57
54 ; -30,-89.17,-89.42,-88.39,-89.21
54 ; -27,-89.17,-89.04,-87.57,-89.37
54 ; -24,-89.4,-89.32,-88.42,-89.47
54 ; -21,-89.44,-89.81,-89.72,-88.71
54 ; -18,-89.42,-89.7,-89.03,-89.49
54 ; -15,-89.45,-89.55,-89.64,-88.68
54 ; -12,-89.46,-89.44,-88.14,-89.31
54 ; -9,-89.44,-89.36,-86.32,-88.63
54 ; -6,-89.74,-89.5,-87.44,-87.09
54 ; -3,-89.75,-89.34,-87.53,-88.9
54 ; 0,-89.79,-89.43,-89.82,-89.85
54 ; 3,-89.74,-89.75,-89.26,-89.76
54 ; 6,-89.73,-89.51,-89.12,-89.79
54 ; 9,-89.49,-89.38,-87.32,-88.3
54 ; 12,-89.52,-89.05,-89.4,-88.51
54 ; 15,-89.45,-88.77,-85.99,-86.21
54 ; 18,-89.47,-89.72,-89.7,-88.81
54 ; 21,-89.47,-88.69,-88.17,-88.66
54 ; 24,-89.51,-88.99,-86.56,-88.65
54 ; 27,-89.33,-89.34,-84.99,-87.89
54 ; 30,-89.24,-89.34,-89.11,-88.66
54 ; 33,-89.29,-88.83,-83.71,-85.88
54 ; 36,-89.32,-87.72,-82.63,-86.85
54 ; 39,-89.28,-88.28,-86.45,-88.35
54 ; 42,-89.35,-87.99,-88.24,-86.54
54 ; 45,-89.3,-87.97,-89.83,-89.52
57 ; -45,-89.18,-88.98,-89.21,-87.72
57 ; -42,-89.2,-89.36,-87.73,-89.25
57 ; -39,-89.19,-89.34,-89.1,-89.12
57 ; -36,-89.22,-89.34,-88.77,-88.85
57 ; -33,-89.5,-89.58,-89.35,-88.4
57 ; -30,-89.7,-89.52,-89.62,-89.65
57 ; -27,-89.7,-88.69,-89.31,-88.95
57 ; -24,-89.7,-89.59,-89.73,-89.23
57 ; -21,-89.7,-89.85,-89.75,-89.54
57 ; -18,-89.7,-89.86,-89.06,-89.31
57 ; -15,-89.7,-89.77,-89.67,-89.29
57 ; -12,-89.7,-89.79,-87.84,-88.66
57 ; -9,-89.7,-89.05,-87.99,-89.25
57 ; -6,-89.7,-89.65,-89.58,-89.12
57 ; -3,-89.72,-89.62,-89.62,-89.9
57 ; 0,-89.68,-89.81,-89.81,-89.9
57 ; 3,-89.72,-89.78,-89.2,-89.71
57 ; 6,-89.71,-89.48,-89.22,-89.64
57 ; 9,-89.48,-89.1,-86.99,-89.57
57 ; 12,-89.43,-89.3,-86.52,-88.33
57 ; 15,-89.5,-88.99,-86.2,-88.05
57 ; 18,-89.45,-89.24,-87.09,-89.47
57 ; 21,-89.48,-89.17,-88.38,-89.5
57 ; 24,-89.46,-89.16,-87.57,-89.34
57 ; 27,-89.33,-89.48,-85.45,-89.54
57 ; 30,-89.29,-89.55,-85.3,-87.93
57 ; 33,-89.33,-88.87,-84.35,-88.21
57 ; 36,-89.28,-88.86,-84.62,-87.05
57 ; 39,-89.28,-88.57,-87.32,-87.96
57 ; 42,-89.3,-88.66,-88.29,-88.62
57 ; 45,-89.28,-88.31,-89.7,-89.25
60 ; -45,-89.22,-89.06,-88.69,-86.14
60 ; -42,-89.2,-89.46,-89.85,-88.53
60 ; -39,-89.18,-88.95,-88.63,-89.02
60 ; -36,-89.22,-89.37,-89.54,-87.99
60 ; -33,-89.2,-89.33,-89.6,-89.46
60 ; -30,-89.23,-88.97,-86.13,-87.33
60 ; -27,-89.2,-89.4,-89.51,-89.29
60 ; -24,-89.42,-89.45,-89.06,-89.48
60 ; -21,-89.47,-89.0,-87.78,-89.88
60 ; -18,-89.48,-89.56,-89.53,-89.48
60 ; -15,-89.45,-89.7,-89.76,-89.04
60 ; -12,-89.37,-89.66,-89.85,-88.77
60 ; -9,-89.38,-89.74,-89.25,-89.72
60 ; -6,-89.64,-89.64,-89.39,-89.68
60 ; -3,-89.7,-89.78,-89.4,-89.8
60 ; 0,-89.71,-89.75,-89.83,-89.78
60 ; 3,-89.67,-89.83,-89.67,-89.73
60 ; 6,-89.71,-89.7,-87.4,-89.75
60 ; 9,-89.47,-89.16,-88.51,-89.22
60 ; 12,-89.47,-89.15,-87.65,-87.78
60 ; 15,-89.44,-89.5,-89.44,-86.67
60 ; 18,-89.51,-89.25,-87.1,-88.31
60 ; 21,-89.45,-89.2,-89.65,-89.38
60 ; 24,-89.49,-89.38,-88.04,-89.02
60 ; 27,-89.37,-89.43,-87.17,-89.13
60 ; 30,-89.34,-89.35,-85.82,-89.11
60 ; 33,-89.3,-89.31,-85.62,-88.62
60 ; 36,-89.28,-88.83,-84.64,-88.34
60 ; 39,-89.27,-88.71,-87.31,-89.23
60 ; 42,-89.36,-88.9,-88.27,-89.62
60 ; 45,-89.29,-89.01,-88.85,-88.85
63 ; -45,-89.19,-89.2,-87.98,-86.53
63 ; -42,-89.24,-89.14,-88.57,-86.31
63 ; -39,-89.17,-89.46,-88.12,-88.96
63 ; -36,-89.18,-89.48,-89.11,-88.86
63 ; -33,-89.26,-89.37,-89.57,-88.3
63 ; -30,-89.16,-89.67,-89.21,-88.31
63 ; -27,-89.24,-89.65,-89.37,-89.13
63 ; -24,-89.46,-89.78,-89.47,-88.82
63 ; -21,-89.44,-89.76,-88.71,-89.54
63 ; -18,-89.47,-89.54,-89.49,-89.59
63 ; -15,-89.43,-89.69,-88.68,-89.44
63 ; -12,-89.46,-89.77,-89.31,-89.75
63 ; -9,-89.46,-89.68,-88.63,-89.42
63 ; -6,-89.72,-89.63,-87.09,-89.77
63 ; -3,-89.71,-89.7,-88.9,-88.63
63 ; 0,-89.71,-89.72,-89.85,-89.66
63 ; 3,-89.72,-89.81,-89.76,-89.8
63 ; 6,-89.67,-89.45,-89.79,-89.58
63 ; 9,-89.46,-89.11,-88.3,-89.13
63 ; 12,-89.5,-88.76,-88.51,-86.39
63 ; 15,-89.47,-88.45,-86.21,-85.63
63 ; 18,-89.52,-89.38,-88.81,-87.95
63 ; 21,-89.52,-89.06,-88.66,-89.43
63 ; 24,-89.5,-88.88,-88.65,-87.23
63 ; 27,-89.35,-88.93,-87.89,-88.16
63 ; 30,-89.28,-89.59,-88.66,-86.9
63 ; 33,-89.31,-89.29,-85.88,-87.78
63 ; 36,-89.33,-89.45,-86.85,-85.43
63 ; 39,-89.31,-88.77,-88.35,-88.87
63 ; 42,-89.35,-88.78,-86.54,-89.17
63 ; 45,-89.32,-88.86,-89.52,-88.2
66 ; -45,-89.22,-88.83,-87.72,-84.48
66 ; -42,-89.18,-88.81,-89.25,-87.52
66 ; -39,-89.23,-89.09,-89.12,-88.64
66 ; -36,-89.24,-89.19,-88.85,-89.26
66 ; -33,-89.18,-89.18,-88.4,-88.74
66 ; -30,-89.21,-89.54,-89.65,-88.21
66 ; -27,-89.22,-89.43,-88.95,-88.78
66 ; -24,-89.38,-89.71,-89.23,-87.9
66 ; -21,-89.43,-89.64,-89.54,-89.26
66 ; -18,-89.44,-89.35,-89.31,-89.72
66 ; -15,-89.43,-89.34,-89.29,-89.78
66 ; -12,-89.37,-89.61,-88.66,-89.76
66 ; -9,-89.45,-89.76,-89.25,-89.7
66 ; -6,-89.73,-89.58,-89.12,-89.13
66 ; -3,-89.76,-89.73,-89.9,-89.54
66 ; 0,-89.79,-89.8,-89.9,-89.79
66 ; 3,-89.68,-89.86,-89.71,-89.46
66 ; 6,-89.67,-89.65,-89.64,-88.53
66 ; 9,-89.47,-88.89,-89.57,-89.78
66 ; 12,-89.48,-88.83,-88.33,-88.27
66 ; 15,-89.46,-88.11,-88.05,-84.88
66 ; 18,-89.41,-88.15,-89.47,-87.2
66 ; 21,-89.44,-88.61,-89.5,-89.67
66 ; 24,-89.46,-88.65,-89.34,-86.84
66 ; 27,-89.33,-88.66,-89.54,-87.11
66 ; 30,-89.3,-89.39,-87.93,-87.9
66 ; 33,-89.27,-88.92,-88.21,-85.87
66 ; 36,-89.3,-88.87,-87.05,-88.07
66 ; 39,-89.33,-88.19,-87.96,-88.29
66 ; 42,-89.34,-88.58,-88.62,-87.97
66 ; 45,-89.3,-88.74,-89.25,-88.37
69 ; -45,-89.2,-88.58,-86.14,-85.51
69 ; -42,-89.18,-88.8,-88.53,-87.22
69 ; -39,-89.16,-88.62,-89.02,-89.82
69 ; -36,-89.22,-89.8,-87.99,-89.08
69 ; -33,-89.21,-89.8,-89.46,-88.83
69 ; -30,-89.15,-89.8,-87.33,-86.63
69 ; -27,-89.18,-89.8,-89.29,-89.56
69 ; -24,-89.43,-89.8,-89.48,-88.99
69 ; -21,-89.46,-89.8,-89.88,-89.21
69 ; -18,-89.49,-89.8,-89.48,-89.53
69 ; -15,-89.46,-89.8,-89.04,-89.84
69 ; -12,-89.46,-89.8,-88.77,-88.69
69 ; -9,-89.45,-89.8,-89.72,-89.81
69 ; -6,-89.7,-89.8,-89.68,-89.03
69 ; -3,-89.69,-89.8,-89.8,-88.22
69 ; 0,-89.74,-89.8,-89.78,-89.62
69 ; 3,-89.66,-89.79,-89.73,-88.79
69 ; 6,-89.67,-89.44,-89.75,-87.58
69 ; 9,-89.5,-88.51,-89.22,-88.58
69 ; 12,-89.44,-88.77,-87.78,-87.39
69 ; 15,-89.46,-88.08,-86.67,-85.3
69 ; 18,-89.44,-88.13,-88.31,-87.53
69 ; 21,-89.38,-88.22,-89.38,-88.18
69 ; 24,-89.46,-88.63,-89.02,-87.36
69 ; 27,-89.33,-88.31,-89.13,-86.25
69 ; 30,-89.3,-88.63,-89.11,-87.72
69 ; 33,-89.3,-88.99,-88.62,-87.96
69 ; 36,-89.3,-88.9,-88.34,-84.54
69 ; 39,-89.32,-88.56,-89.23,-88.7
69 ; 42,-89.29,-88.13,-89.62,-88.11
69 ; 45,-89.28,-88.14,-88.85,-88.52
72 ; -45,-89.16,-88.98,-86.53,-85.86
72 ; -42,-89.18,-88.72,-86.31,-87.09
72 ; -39,-89.23,-88.77,-88.96,-88.57
72 ; -36,-89.19,-88.72,-88.86,-89.78
72 ; -33,-89.18,-89.22,-88.3,-89.47
72 ; -30,-89.19,-89.05,-88.31,-87.92
72 ; -27,-89.24,-89.52,-89.13,-89.42
72 ; -24,-89.46,-89.75,-88.82,-88.11
72 ; -21,-89.48,-89.84,-89.54,-89.88
72 ; -18,-89.49,-89.25,-89.59,-89.7
72 ; -15,-89.39,-89.35,-89.44,-89.45
72 ; -12,-89.41,-89.45,-89.75,-89.73
72 ; -9,-89.44,-89.58,-89.42,-89.54
72 ; -6,-89.68,-89.68,-89.77,-89.71
72 ; -3,-89.79,-89.28,-88.63,-89.62
72 ; 0,-89.71,-89.81,-89.66,-89.57
72 ; 3,-89.69,-89.67,-89.8,-88.42
72 ; 6,-89.69,-89.45,-89.58,-89.21
72 ; 9,-89.41,-88.6,-89.13,-89.23
72 ; 12,-89.45,-88.48,-86.39,-87.6
72 ; 15,-89.48,-88.4,-85.63,-85.77
72 ; 18,-89.48,-88.06,-87.95,-87.27
72 ; 21,-89.42,-88.01,-89.43,-87.38
72 ; 24,-89.45,-87.99,-87.23,-86.94
72 ; 27,-89.28,-88.35,-88.16,-85.44
72 ; 30,-89.3,-88.26,-86.9,-87.21
72 ; 33,-89.3,-88.45,-87.78,-85.91
72 ; 36,-89.32,-88.9,-85.43,-85.56
72 ; 39,-89.33,-88.8,-88.87,-88.89
72 ; 42,-89.38,-88.47,-89.17,-88.57
72 ; 45,-89.28,-88.12,-88.2,-88.49
75 ; -45,-89.22,-88.97,-84.48,-87.99
75 ; -42,-89.22,-88.41,-87.52,-87.32
75 ; -39,-89.21,-88.32,-88.64,-88.21
75 ; -36,-89.25,-88.96,-89.26,-89.6
75 ; -33,-89.22,-89.13,-88.74,-89.67
75 ; -30,-89.2,-88.79,-88.21,-88.86
75 ; -27,-89.18,-89.48,-88.78,-87.97
75 ; -24,-89.47,-89.79,-87.9,-88.95
75 ; -21,-89.47,-89.73,-89.26,-89.03
75 ; -18,-89.4,-89.6,-89.72,-89.55
75 ; -15,-89.44,-89.18,-89.78,-88.55
75 ; -12,-89.47,-89.09,-89.76,-89.57
75 ; -9,-89.46,-89.24,-89.7,-89.16
75 ; -6,-89.69,-89.11,-89.13,-89.78
75 ; -3,-89.74,-89.7,-89.54,-89.35
75 ; 0,-89.77,-89.74,-89.79,-89.6
75 ; 3,-89.77,-89.72,-89.46,-86.33
75 ; 6,-89.79,-89.52,-88.53,-89.43
75 ; 9,-89.48,-89.01,-89.78,-89.15
75 ; 12,-89.56,-88.33,-88.27,-88.72
75 ; 15,-89.48,-87.84,-84.88,-85.71
75 ; 18,-89.47,-87.44,-87.2,-88.28
75 ; 21,-89.45,-87.77,-89.67,-87.73
75 ; 24,-89.45,-88.26,-86.84,-86.97
75 ; 27,-89.29,-88.35,-87.11,-86.29
75 ; 30,-89.29,-88.31,-87.9,-87.46
75 ; 33,-89.35,-88.07,-85.87,-85.86
75 ; 36,-89.26,-88.39,-88.07,-84.15
75 ; 39,-89.35,-88.59,-88.29,-87.88
75 ; 42,-89.28,-87.99,-87.97,-88.04
75 ; 45,-89.25,-87.7,-88.37,-89.25
78 ; -45,-89.19,-89.62,-85.51,-88.32
78 ; -42,-89.21,-89.47,-87.22,-88.18
78 ; -39,-89.18,-89.22,-89.82,-89.04
78 ; -36,-89.23,-89.59,-89.08,-89.42
78 ; -33,-89.17,-89.54,-88.83,-89.21
78 ; -30,-89.19,-89.27,-86.63,-87.91
78 ; -27,-89.15,-89.44,-89.56,-86.92
78 ; -24,-89.45,-89.58,-88.99,-88.88
78 ; -21,-89.4,-89.26,-89.21,-86.87
78 ; -18,-89.42,-89.83,-89.53,-88.84
78 ; -15,-89.46,-89.69,-89.84,-86.32
78 ; -12,-89.43,-89.24,-88.69,-89.16
78 ; -9,-89.48,-89.63,-89.81,-88.89
78 ; -6,-89.73,-89.7,-89.03,-89.09
78 ; -3,-89.77,-89.84,-88.22,-89.54
78 ; 0,-89.74,-89.73,-89.62,-89.66
78 ; 3,-89.74,-89.43,-88.79,-86.18
78 ; 6,-89.7,-89.0,-87.58,-89.04
78 ; 9,-89.5,-88.93,-88.58,-89.3
78 ; 12,-89.43,-88.86,-87.39,-86.0
78 ; 15,-89.39,-88.58,-85.3,-87.07
78 ; 18,-89.45,-88.1,-87.53,-89.39
78 ; 21,-89.46,-87.41,-88.18,-86.8
78 ; 24,-89.45,-88.95,-87.36,-87.46
78 ; 27,-89.29,-88.39,-86.25,-86.77
78 ; 30,-89.29,-89.04,-87.72,-86.64
78 ; 33,-89.27,-89.1,-87.96,-85.5
78 ; 36,-89.3,-88.6,-84.54,-84.55
78 ; 39,-89.25,-89.2,-88.7,-86.06
78 ; 42,-89.3,-89.44,-88.11,-87.76
78 ; 45,-89.28,-89.22,-88.52,-87.16
81 ; -45,-89.19,-89.62,-85.86,-87.71
81 ; -42,-89.2,-89.43,-87.09,-88.63
81 ; -39,-89.2,-89.07,-88.57,-89.44
81 ; -36,-89.25,-89.45,-89.78,-89.24
81 ; -33,-89.27,-89.61,-89.47,-89.07
81 ; -30,-89.7,-89.28,-87.92,-89.79
81 ; -27,-89.7,-89.44,-89.42,-89.51
81 ; -24,-89.7,-89.4,-88.11,-88.69
81 ; -21,-89.7,-89.26,-89.88,-87.42
81 ; -18,-89.7,-89.82,-89.7,-88.11
81 ; -15,-89.7,-89.67,-89.45,-86.4
81 ; -12,-89.7,-89.33,-89.73,-89.63
81 ; -9,-89.7,-89.65,-89.54,-88.87
81 ; -6,-89.7,-89.68,-89.71,-87.89
81 ; -3,-89.7,-89.81,-89.62,-89.44
81 ; 0,-89.68,-89.79,-89.57,-89.67
81 ; 3,-89.68,-89.23,-88.42,-87.39
81 ; 6,-89.72,-89.13,-89.21,-89.43
81 ; 9,-89.43,-89.26,-89.23,-89.56
81 ; 12,-89.47,-88.89,-87.6,-88.4
81 ; 15,-89.47,-88.22,-85.77,-88.56
81 ; 18,-89.48,-88.25,-87.27,-89.62
81 ; 21,-89.52,-87.38,-87.38,-86.78
81 ; 24,-89.51,-88.57,-86.94,-87.35
81 ; 27,-89.34,-88.42,-85.44,-86.81
81 ; 30,-89.29,-88.93,-87.21,-85.43
81 ; 33,-89.27,-88.07,-85.91,-85.15
81 ; 36,-89.26,-88.94,-85.56,-86.6
81 ; 39,-89.3,-88.93,-88.89,-86.77
81 ; 42,-89.29,-89.15,-88.57,-89.2
81 ; 45,-89.27,-88.78,-88.49,-87.61
84 ; -45,-89.17,-89.36,-87.99,-87.73
84 ; -42,-89.22,-89.41,-87.32,-89.38
84 ; -39,-89.24,-89.26,-88.21,-89.63
84 ; -36,-89.17,-89.53,-89.6,-89.46
84 ; -33,-89.19,-89.53,-89.67,-89.32
84 ; -30,-89.17,-89.69,-88.86,-89.76
84 ; -27,-89.19,-89.46,-87.97,-89.38
84 ; -24,-89.5,-89.21,-88.95,-87.9
84 ; -21,-89.44,-89.63,-89.03,-87.04
84 ; -18,-89.39,-89.78,-89.55,-87.25
84 ; -15,-89.41,-89.66,-88.55,-87.51
84 ; -12,-89.44,-89.19,-89.57,-89.69
84 ; -9,-89.44,-89.67,-89.16,-88.92
84 ; -6,-89.73,-89.76,-89.78,-88.65
84 ; -3,-89.71,-89.67,-89.35,-89.44
84 ; 0,-89.73,-89.77,-89.6,-89.76
84 ; 3,-89.72,-88.9,-86.33,-89.62
84 ; 6,-89.71,-89.06,-89.43,-89.58
84 ; 9,-89.42,-89.02,-89.15,-89.01
84 ; 12,-89.48,-88.87,-88.72,-87.56
84 ; 15,-89.49,-88.22,-85.71,-86.1
84 ; 18,-89.41,-88.68,-88.28,-89.34
84 ; 21,-89.48,-87.51,-87.73,-86.58
84 ; 24,-89.46,-88.23,-86.97,-86.59
84 ; 27,-89.27,-88.62,-86.29,-86.48
84 ; 30,-89.29,-88.64,-87.46,-85.44
84 ; 33,-89.32,-88.12,-85.86,-85.1
84 ; 36,-89.3,-89.31,-84.15,-88.71
84 ; 39,-89.28,-88.63,-87.88,-87.69
84 ; 42,-89.32,-89.11,-88.04,-88.78
84 ; 45,-89.31,-88.79,-89.25,-88.76
87 ; -45,-89.2,-89.41,-88.32,-87.7
87 ; -42,-89.19,-89.71,-88.18,-89.39
87 ; -39,-89.16,-89.2,-89.04,-89.35
87 ; -36,-89.15,-89.57,-89.42,-89.43
87 ; -33,-89.21,-89.49,-89.21,-89.44
87 ; -30,-89.21,-89.44,-87.91,-89.76
87 ; -27,-89.18,-89.38,-86.92,-89.37
87 ; -24,-89.43,-88.91,-88.88,-85.82
87 ; -21,-89.42,-89.46,-86.87,-87.63
87 ; -18,-89.45,-89.34,-88.84,-86.09
87 ; -15,-89.44,-89.6,-86.32,-86.55
87 ; -12,-89.44,-89.15,-89.16,-89.65
87 ; -9,-89.37,-89.53,-88.89,-89.56
87 ; -6,-89.62,-89.8,-89.09,-88.94
87 ; -3,-89.68,-89.71,-89.54,-88.86
87 ; 0,-89.71,-89.78,-89.66,-89.69
87 ; 3,-89.65,-88.83,-86.18,-89.61
87 ; 6,-89.69,-88.99,-89.04,-88.99
87 ; 9,-89.5,-89.49,-89.3,-89.02
87 ; 12,-89.49,-88.67,-86.0,-87.81
87 ; 15,-89.39,-88.48,-87.07,-84.58
87 ; 18,-89.53,-88.62,-89.39,-89.06
87 ; 21,-89.46,-87.38,-86.8,-86.61
87 ; 24,-89.45,-88.31,-87.46,-87.51
87 ; 27,-89.32,-88.41,-86.77,-86.69
87 ; 30,-89.33,-88.26,-86.64,-85.44
87 ; 33,-89.26,-87.89,-85.5,-85.34
87 ; 36,-89.29,-89.29,-84.55,-89.16
87 ; 39,-89.35,-88.67,-86.06,-87.95
87 ; 42,-89.31,-89.2,-87.76,-89.06
87 ; 45,-89.33,-88.76,-87.16,-87.82
90 ; -45,-88.71,-89.36,-87.71,-88.26
90 ; -42,-88.67,-89.71,-88.63,-88.58
90 ; -39,-88.7,-89.47,-89.44,-89.78
90 ; -36,-88.68,-89.44,-89.24,-88.89
90 ; -33,-88.73,-89.57,-89.07,-89.4
90 ; -30,-88.77,-89.49,-89.79,-89.32
90 ; -27,-88.7,-89.34,-89.51,-89.59
90 ; -24,-89.28,-88.98,-88.69,-86.21
90 ; -21,-89.25,-89.53,-87.42,-88.37
90 ; -18,-89.24,-89.57,-88.11,-86.83
90 ; -15,-89.31,-89.55,-86.4,-86.65
90 ; -12,-89.22,-89.36,-89.63,-89.28
90 ; -9,-89.27,-89.18,-88.87,-89.78
90 ; -6,-89.52,-89.76,-87.89,-89.42
90 ; -3,-89.61,-89.67,-89.44,-88.77
90 ; 0,-89.59,-89.71,-89.67,-89.84
90 ; 3,-89.57,-89.35,-87.39,-89.25
90 ; 6,-89.51,-89.06,-89.43,-89.65
90 ; 9,-88.77,-89.46,-89.56,-89.56
90 ; 12,-88.71,-88.66,-88.4,-87.53
90 ; 15,-88.78,-88.59,-88.56,-85.45
90 ; 18,-88.76,-88.69,-89.62,-89.01
90 ; 21,-88.79,-87.35,-86.78,-87.59
90 ; 24,-88.73,-88.24,-87.35,-88.18
90 ; 27,-88.59,-88.39,-86.81,-86.3
90 ; 30,-88.51,-88.25,-85.43,-86.91
90 ; 33,-88.52,-87.22,-85.15,-84.62
90 ; 36,-88.51,-89.29,-86.6,-88.65
90 ; 39,-88.5,-88.88,-86.77,-87.2
90 ; 42,-88.56,-89.13,-89.2,-89.25
90 ; 45,-88.61,-88.68,-87.61,-88.09
